,Unnamed: 0,Unnamed: 0.1,name,period,last_extract
2083,,,INMD,2000d,12-29-2021
2084,,,HIBB,2000d,12-29-2021
2085,,,MP,2000d,12-29-2021
2086,,,FGEN,2000d,12-29-2021
2087,,,TFX,2000d,12-29-2021
2088,,,CMCSA,2000d,12-29-2021
2089,,,GRC,2000d,12-29-2021
2090,,,PLUG,2000d,12-29-2021
2091,,,PLT,2000d,12-29-2021
2092,,,ONTO,2000d,12-29-2021
2093,,,STX,2000d,12-29-2021
2094,,,NMRK,2000d,12-29-2021
2095,,,SJR,2000d,12-29-2021
2096,,,COUP,2000d,12-29-2021
2097,,,FTDR,2000d,12-29-2021
2098,,,WU,2000d,12-29-2021
2099,,,GDRX,2000d,12-29-2021
2100,,,DAN,2000d,12-29-2021
2101,,,SB,2000d,12-29-2021
2102,,,AMAT,2000d,12-29-2021
2103,,,PLCE,2000d,12-29-2021
2104,,,NIO,2000d,12-29-2021
2105,,,ENV,2000d,12-29-2021
2106,,,DOV,2000d,12-29-2021
2107,,,MMS,2000d,12-29-2021
2108,,,AVNS,2000d,12-29-2021
2109,,,MESO,2000d,12-29-2021
2110,,,PZZA,2000d,12-29-2021
2111,,,WB,2000d,12-29-2021
2112,,,AFMD,2000d,12-29-2021
2113,,,TPC,2000d,12-29-2021
2114,,,NSTG,2000d,12-29-2021
2115,,,SAM,2000d,12-29-2021
2116,,,VAC,2000d,12-29-2021
2117,,,AYX,2000d,12-29-2021
2118,,,TNK,2000d,12-29-2021
2119,,,ACA,2000d,12-29-2021
2120,,,MC,2000d,12-29-2021
2121,,,ENR,2000d,12-29-2021
2122,,,XRX,2000d,12-29-2021
2123,,,UMC,2000d,12-29-2021
2124,,,CVET,2000d,12-29-2021
2125,,,WST,2000d,12-29-2021
2126,,,HWM,2000d,12-29-2021
2127,,,PLUS,2000d,12-29-2021
2128,,,TRVN,2000d,12-29-2021
2129,,,AMKR,2000d,12-29-2021
2130,,,HOLX,2000d,12-29-2021
2131,,,ALL,2000d,12-29-2021
2132,,,MAXR,2000d,12-29-2021
2133,,,SPOK,2000d,12-29-2021
2134,,,OPK,2000d,12-29-2021
2135,,,TRP,2000d,12-29-2021
2136,,,HY,2000d,12-29-2021
2137,,,BRC,2000d,12-29-2021
2138,,,BL,2000d,12-29-2021
2139,,,FE,2000d,12-29-2021
2140,,,ACN,2000d,12-29-2021
2141,,,CPA,2000d,12-29-2021
2142,,,BBWI,2000d,12-29-2021
2143,,,WNS,2000d,12-29-2021
2144,,,CBT,2000d,12-29-2021
2145,,,PII,2000d,12-29-2021
2146,,,HZO,2000d,12-29-2021
2147,,,ICUI,2000d,12-29-2021
2148,,,R,2000d,12-29-2021
2149,,,DNB,2000d,12-29-2021
2150,,,MCK,2000d,12-29-2021
2151,,,BOOM,2000d,12-29-2021
2152,,,CSCO,2000d,12-29-2021
2153,,,FLT,2000d,12-29-2021
2154,,,MUR,2000d,12-29-2021
2155,,,TTOO,2000d,12-29-2021
2156,,,SAFT,2000d,12-29-2021
2157,,,AZZ,2000d,12-29-2021
2158,,,ZWS,2000d,12-29-2021
2159,,,DBI,2000d,12-29-2021
2160,,,AGCO,2000d,12-29-2021
2161,,,EHC,2000d,12-29-2021
2162,,,PRAA,2000d,12-29-2021
2163,,,SDGR,2000d,12-29-2021
2164,,,FMC,2000d,12-29-2021
2165,,,SCS,2000d,12-29-2021
2166,,,UFPI,2000d,12-29-2021
2167,,,WLDN,2000d,12-29-2021
2168,,,MGI,2000d,12-29-2021
2169,,,TWIN,2000d,12-29-2021
2170,,,EYE,2000d,12-29-2021
2171,,,ALLT,2000d,12-29-2021
2172,,,OCFC,2000d,12-29-2021
2173,,,SHOO,2000d,12-29-2021
2174,,,BWA,2000d,12-29-2021
2175,,,NGVC,2000d,12-29-2021
2176,,,WW,2000d,12-29-2021
2177,,,RPM,2000d,12-29-2021
2178,,,SATS,2000d,12-29-2021
2179,,,BAH,2000d,12-29-2021
2180,,,DENN,2000d,12-29-2021
2181,,,TEX,2000d,12-29-2021
2182,,,FSLR,2000d,12-29-2021
2183,,,CVS,2000d,12-29-2021
2184,,,HPQ,2000d,12-29-2021
2185,,,CLMT,2000d,12-29-2021
2186,,,CACC,2000d,12-29-2021
